group,country,number,position,name,name_zh,age,date_of_birth,caps,goals,club,captain,image,image_source,profile
F,Tunisia,4,DF,Omar Rekik,突尼斯4号后卫,24,,5,0,Maribor,False,https://images.fotmob.com/image_resources/playerimages/1160097.png,fotmob,https://www.fotmob.com/players/1160097
F,Tunisia,5,DF,Adem Arous,突尼斯5号后卫,21,,1,0,Kasımpaşa,False,https://images.fotmob.com/image_resources/playerimages/1797902.png,fotmob,https://www.fotmob.com/players/1797902
F,Tunisia,6,DF,Dylan Bronn,突尼斯6号后卫,30,,52,2,Servette,False,https://images.fotmob.com/image_resources/playerimages/771686.png,fotmob,https://www.fotmob.com/players/771686
F,Tunisia,7,FW,Elias Achouri,突尼斯7号前锋,27,,29,4,Copenhagen,False,https://images.fotmob.com/image_resources/playerimages/1015128.png,fotmob,https://www.fotmob.com/players/1015128
F,Tunisia,8,FW,Elias Saad,突尼斯8号前锋,26,,15,4,Hannover 96,False,https://images.fotmob.com/image_resources/playerimages/1285773.png,fotmob,https://www.fotmob.com/players/1285773
F,Tunisia,9,FW,Hazem Mastouri,突尼斯9号前锋,28,,18,4,Dynamo Makhachkala,False,https://images.fotmob.com/image_resources/playerimages/1311408.png,fotmob,https://www.fotmob.com/players/1311408
F,Tunisia,10,MF,Hannibal Mejbri,突尼斯10号中场,23,,45,1,Burnley,False,https://images.fotmob.com/image_resources/playerimages/1113785.png,fotmob,https://www.fotmob.com/players/1113785
F,Tunisia,11,MF,Ismaël Gharbi,突尼斯11号中场,22,,16,2,FC Augsburg,False,https://images.fotmob.com/image_resources/playerimages/1244924.png,fotmob,https://www.fotmob.com/players/1244924
F,Tunisia,12,DF,Mortadha Ben Ouanes,突尼斯12号后卫,31,,17,0,Kasımpaşa,False,https://images.fotmob.com/image_resources/playerimages/712132.png,fotmob,https://www.fotmob.com/players/712132
F,Tunisia,13,MF,Rani Khedira,突尼斯13号中场,32,,3,0,Union Berlin,False,https://images.fotmob.com/image_resources/playerimages/304348.png,fotmob,https://www.fotmob.com/players/304348
F,Tunisia,14,MF,Khalil Ayari,突尼斯14号中场,21,,3,0,Paris Saint-Germain,False,https://images.fotmob.com/image_resources/playerimages/1715492.png,fotmob,https://www.fotmob.com/players/1715492
F,Tunisia,15,MF,Hadj Mahmoud,突尼斯15号中场,26,,8,0,Lugano,False,https://images.fotmob.com/image_resources/playerimages/1131896.png,fotmob,https://www.fotmob.com/players/1131896
F,Tunisia,16,GK,Aymen Dahmen,突尼斯16号门将,29,,37,0,CS Sfaxien,False,https://images.fotmob.com/image_resources/playerimages/982855.png,fotmob,https://www.fotmob.com/players/982855
F,Tunisia,17,MF,Ellyes Skhiri,突尼斯17号中场,31,,82,4,Eintracht Frankfurt,True,https://images.fotmob.com/image_resources/playerimages/574642.png,fotmob,https://www.fotmob.com/players/574642
F,Tunisia,18,FW,Rayan Elloumi,突尼斯18号前锋,18,,3,0,Vancouver Whitecaps FC,False,https://images.fotmob.com/image_resources/playerimages/1685596.png,fotmob,https://www.fotmob.com/players/1685596
F,Tunisia,19,FW,Firas Chaouat,突尼斯19号前锋,30,,29,6,Club Africain,False,https://images.fotmob.com/image_resources/playerimages/845336.png,fotmob,https://www.fotmob.com/players/845336
F,Tunisia,20,DF,Yan Valery,突尼斯20号后卫,27,,22,0,Young Boys,False,https://images.fotmob.com/image_resources/playerimages/789596.png,fotmob,https://www.fotmob.com/players/789596
F,Tunisia,21,DF,Mohamed Amine Ben Hamida,突尼斯21号后卫,30,,12,0,Espérance de Tunis,False,https://commons.wikimedia.org/wiki/Special:FilePath/Mohamed%20Amine%20Ben%20Hmida.jpg,wikidata,
F,Tunisia,22,GK,Sabri Ben Hessen,突尼斯22号门将,29,,2,0,Étoile du Sahel,False,https://images.fotmob.com/image_resources/playerimages/543363.png,fotmob,https://www.fotmob.com/players/543363
F,Tunisia,23,DF,Moutaz Neffati,突尼斯23号后卫,21,,5,0,IFK Norrköping,False,https://images.fotmob.com/image_resources/playerimages/1413151.png,fotmob,https://www.fotmob.com/players/1413151
F,Tunisia,24,DF,Raed Chikhaoui,突尼斯24号后卫,22,,0,0,US Monastir,False,https://images.fotmob.com/image_resources/playerimages/1721242.png,fotmob,https://www.fotmob.com/players/1721242
F,Tunisia,25,MF,Anis Ben Slimane,突尼斯25号中场,25,,40,4,Norwich City,False,https://images.fotmob.com/image_resources/playerimages/1055316.png,fotmob,https://www.fotmob.com/players/1055316
F,Tunisia,26,MF,Sebastian Tounekti,突尼斯26号中场,23,,11,1,Celtic,False,https://images.fotmob.com/image_resources/playerimages/921919.png,fotmob,https://www.fotmob.com/players/921919
F,Sweden,1,GK,Jacob Widell Zetterström,瑞典1号门将,27,,3,0,Derby County,False,https://images.fotmob.com/image_resources/playerimages/1014602.png,fotmob,https://www.fotmob.com/players/1014602
F,Sweden,2,DF,Gustaf Lagerbielke,瑞典2号后卫,26,,10,2,Braga,False,https://images.fotmob.com/image_resources/playerimages/919848.png,fotmob,https://www.fotmob.com/players/919848
F,Sweden,3,DF,Victor Lindelöf,瑞典3号后卫,31,,76,3,Aston Villa,True,https://commons.wikimedia.org/wiki/Special:FilePath/Sweden-Slovenia%20Nations%20League%202022-09-27%206%20%28Victor%20Lindelof%2C%20cropped%29.jpg,wikidata,
F,Sweden,4,DF,Isak Hien,瑞典4号后卫,27,,28,0,Atalanta,False,https://images.fotmob.com/image_resources/playerimages/939780.png,fotmob,https://www.fotmob.com/players/939780
F,Sweden,5,DF,Gabriel Gudmundsson,瑞典5号后卫,27,,23,0,Leeds United,False,https://images.fotmob.com/image_resources/playerimages/744494.png,fotmob,https://www.fotmob.com/players/744494
F,Sweden,6,DF,Herman Johansson,瑞典6号后卫,28,,3,0,FC Dallas,False,https://images.fotmob.com/image_resources/playerimages/946703.png,fotmob,https://www.fotmob.com/players/946703
F,Sweden,7,MF,Lucas Bergvall,瑞典7号中场,20,,9,0,Tottenham Hotspur,False,https://images.fotmob.com/image_resources/playerimages/1386775.png,fotmob,https://www.fotmob.com/players/1386775
F,Sweden,8,DF,Daniel Svensson,瑞典8号后卫,24,,12,0,Borussia Dortmund,False,https://images.fotmob.com/image_resources/playerimages/1209228.png,fotmob,https://www.fotmob.com/players/1209228
F,Sweden,9,FW,Alexander Isak,瑞典9号前锋,26,,57,17,Liverpool,False,https://images.fotmob.com/image_resources/playerimages/690107.png,fotmob,https://www.fotmob.com/players/690107
F,Sweden,10,MF,Benjamin Nygren,瑞典10号中场,24,,10,3,Celtic,False,https://images.fotmob.com/image_resources/playerimages/931605.png,fotmob,https://www.fotmob.com/players/931605
F,Sweden,11,FW,Anthony Elanga,瑞典11号前锋,24,,29,6,Newcastle United,False,https://images.fotmob.com/image_resources/playerimages/1050166.png,fotmob,https://www.fotmob.com/players/1050166
F,Sweden,12,GK,Viktor Johansson,瑞典12号门将,27,,12,0,Stoke City,False,https://images.fotmob.com/image_resources/playerimages/546252.png,fotmob,https://www.fotmob.com/players/546252
F,Sweden,13,MF,Ken Sema,瑞典13号中场,32,,33,5,Pafos,False,https://images.fotmob.com/image_resources/playerimages/520670.png,fotmob,https://www.fotmob.com/players/520670
F,Sweden,14,DF,Hjalmar Ekdal,瑞典14号后卫,27,,12,0,Burnley,False,https://images.fotmob.com/image_resources/playerimages/831044.png,fotmob,https://www.fotmob.com/players/831044
F,Sweden,15,DF,Carl Starfelt,瑞典15号后卫,31,,17,0,Celta Vigo,False,https://images.fotmob.com/image_resources/playerimages/497662.png,fotmob,https://www.fotmob.com/players/497662
F,Sweden,16,MF,Jesper Karlström,瑞典16号中场,30,,24,0,Udinese,False,https://images.fotmob.com/image_resources/playerimages/322003.png,fotmob,https://www.fotmob.com/players/322003
F,Sweden,17,FW,Viktor Gyökeres,瑞典17号前锋,28,,32,19,Arsenal,False,https://images.fotmob.com/image_resources/playerimages/664500.png,fotmob,https://www.fotmob.com/players/664500
F,Sweden,18,MF,Yasin Ayari,瑞典18号中场,22,,20,3,Brighton & Hove Albion,False,https://images.fotmob.com/image_resources/playerimages/1168311.png,fotmob,https://www.fotmob.com/players/1168311
F,Sweden,19,MF,Mattias Svanberg,瑞典19号中场,27,,40,2,VfL Wolfsburg,False,https://images.fotmob.com/image_resources/playerimages/647900.png,fotmob,https://www.fotmob.com/players/647900
F,Sweden,20,DF,Eric Smith,瑞典20号后卫,29,,1,0,FC St. Pauli,False,https://images.fotmob.com/image_resources/playerimages/531327.png,fotmob,https://www.fotmob.com/players/531327
F,Sweden,21,DF,Alexander Bernhardsson,瑞典21号后卫,27,,10,0,Holstein Kiel,False,https://images.fotmob.com/image_resources/playerimages/1014688.png,fotmob,https://www.fotmob.com/players/1014688
F,Sweden,22,MF,Besfort Zeneli,瑞典22号中场,23,,7,0,Union Saint-Gilloise,False,https://images.fotmob.com/image_resources/playerimages/1338361.png,fotmob,https://www.fotmob.com/players/1338361
F,Sweden,23,GK,Kristoffer Nordfeldt,瑞典23号门将,36,,20,0,AIK,False,https://images.fotmob.com/image_resources/playerimages/73462.png,fotmob,https://www.fotmob.com/players/73462
F,Sweden,24,DF,Elliot Stroud,瑞典24号后卫,23,,0,0,Mjällby AIF,False,https://images.fotmob.com/image_resources/playerimages/1272349.png,fotmob,https://www.fotmob.com/players/1272349
F,Sweden,25,FW,Gustaf Nilsson,瑞典25号前锋,29,,9,3,Club Brugge,False,https://images.fotmob.com/image_resources/playerimages/118241.png,fotmob,https://www.fotmob.com/players/118241
F,Sweden,26,FW,Taha Ali,瑞典26号前锋,27,,1,0,Malmö FF,False,https://images.fotmob.com/image_resources/playerimages/1135782.png,fotmob,https://www.fotmob.com/players/1135782
G,Belgium,1,GK,Thibaut Courtois,蒂博·库尔图瓦,34,,108,0,Real Madrid,False,https://images.fotmob.com/image_resources/playerimages/170323.png,fotmob,https://www.fotmob.com/players/170323
G,Belgium,2,DF,Zeno Debast,比利时2号后卫,22,,26,1,Sporting CP,False,https://images.fotmob.com/image_resources/playerimages/1232172.png,fotmob,https://www.fotmob.com/players/1232172
G,Belgium,3,DF,Arthur Theate,比利时3号后卫,26,,33,1,Eintracht Frankfurt,False,https://images.fotmob.com/image_resources/playerimages/1173250.png,fotmob,https://www.fotmob.com/players/1173250
G,Belgium,4,DF,Brandon Mechele,比利时4号后卫,33,,8,1,Club Brugge,False,https://images.fotmob.com/image_resources/playerimages/445873.png,fotmob,https://www.fotmob.com/players/445873
G,Belgium,5,DF,Maxim De Cuyper,比利时5号后卫,25,,18,4,Brighton & Hove Albion,False,https://images.fotmob.com/image_resources/playerimages/1134871.png,fotmob,https://www.fotmob.com/players/1134871
G,Belgium,6,MF,Axel Witsel,比利时6号中场,37,,137,12,Girona,False,https://images.fotmob.com/image_resources/playerimages/39591.png,fotmob,https://www.fotmob.com/players/39591
G,Belgium,7,MF,Kevin De Bruyne,凯文·德布劳内,34,,118,36,Napoli,False,https://images.fotmob.com/image_resources/playerimages/169200.png,fotmob,https://www.fotmob.com/players/169200
G,Belgium,8,MF,Youri Tielemans,比利时8号中场,29,,84,13,Aston Villa,True,https://images.fotmob.com/image_resources/playerimages/465960.png,fotmob,https://www.fotmob.com/players/465960
G,Belgium,9,FW,Romelu Lukaku,罗梅卢·卢卡库,33,,125,90,Napoli,False,https://images.fotmob.com/image_resources/playerimages/181276.png,fotmob,https://www.fotmob.com/players/181276
G,Belgium,10,FW,Leandro Trossard,比利时10号前锋,31,,50,11,Arsenal,False,https://images.fotmob.com/image_resources/playerimages/318615.png,fotmob,https://www.fotmob.com/players/318615
G,Belgium,11,FW,Jérémy Doku,杰里米·多库,24,,42,7,Manchester City,False,https://images.fotmob.com/image_resources/playerimages/942368.png,fotmob,https://www.fotmob.com/players/942368
G,Belgium,12,GK,Senne Lammens,比利时12号门将,23,,2,0,Manchester United,False,https://images.fotmob.com/image_resources/playerimages/1178602.png,fotmob,https://www.fotmob.com/players/1178602
G,Belgium,13,GK,Mike Penders,比利时13号门将,20,,0,0,Strasbourg,False,https://images.fotmob.com/image_resources/playerimages/1319972.png,fotmob,https://www.fotmob.com/players/1319972
G,Belgium,14,FW,Dodi Lukébakio,比利时14号前锋,28,,29,5,Benfica,False,https://images.fotmob.com/image_resources/playerimages/688876.png,fotmob,https://www.fotmob.com/players/688876
G,Belgium,15,DF,Thomas Meunier,比利时15号后卫,34,,79,10,Lille,False,https://images.fotmob.com/image_resources/playerimages/277771.png,fotmob,https://www.fotmob.com/players/277771
G,Belgium,16,DF,Koni De Winter,比利时16号后卫,23,,8,0,Milan,False,https://images.fotmob.com/image_resources/playerimages/1200630.png,fotmob,https://www.fotmob.com/players/1200630
G,Belgium,17,FW,Charles De Ketelaere,比利时17号前锋,25,,29,5,Atalanta,False,https://images.fotmob.com/image_resources/playerimages/1095432.png,fotmob,https://www.fotmob.com/players/1095432
G,Belgium,18,DF,Joaquin Seys,比利时18号后卫,21,,5,0,Club Brugge,False,https://images.fotmob.com/image_resources/playerimages/1489449.png,fotmob,https://www.fotmob.com/players/1489449
G,Belgium,19,MF,Diego Moreira,比利时19号中场,21,,2,0,Strasbourg,False,https://images.fotmob.com/image_resources/playerimages/1342754.png,fotmob,https://www.fotmob.com/players/1342754
G,Belgium,20,MF,Hans Vanaken,比利时20号中场,33,,33,7,Club Brugge,False,https://images.fotmob.com/image_resources/playerimages/203666.png,fotmob,https://www.fotmob.com/players/203666
G,Belgium,21,DF,Timothy Castagne,比利时21号后卫,30,,62,2,Fulham,False,https://images.fotmob.com/image_resources/playerimages/465750.png,fotmob,https://www.fotmob.com/players/465750
G,Belgium,22,MF,Alexis Saelemaekers,比利时22号中场,26,,24,2,Milan,False,https://images.fotmob.com/image_resources/playerimages/921341.png,fotmob,https://www.fotmob.com/players/921341
G,Belgium,23,MF,Nicolas Raskin,比利时23号中场,25,,12,1,Rangers,False,https://images.fotmob.com/image_resources/playerimages/863869.png,fotmob,https://www.fotmob.com/players/863869
G,Belgium,24,MF,Amadou Onana,比利时24号中场,24,,28,1,Aston Villa,False,https://images.fotmob.com/image_resources/playerimages/1185748.png,fotmob,https://www.fotmob.com/players/1185748
G,Belgium,25,DF,Nathan Ngoy,比利时25号后卫,23,,3,0,Lille,False,https://images.fotmob.com/image_resources/playerimages/1252070.png,fotmob,https://www.fotmob.com/players/1252070
G,Belgium,26,FW,Matias Fernandez-Pardo,比利时26号前锋,21,,1,0,Lille,False,https://images.fotmob.com/image_resources/playerimages/1444231.png,fotmob,https://www.fotmob.com/players/1444231
G,Egypt,1,GK,Mohamed El Shenawy,埃及1号门将,37,,76,0,Al Ahly,False,https://images.fotmob.com/image_resources/playerimages/546550.png,fotmob,https://www.fotmob.com/players/546550
G,Egypt,2,DF,Yasser Ibrahim,埃及2号后卫,33,,16,1,Al Ahly,False,https://images.fotmob.com/image_resources/playerimages/533403.png,fotmob,https://www.fotmob.com/players/533403
G,Egypt,3,DF,Mohamed Hany,埃及3号后卫,30,,41,0,Al Ahly,False,https://images.fotmob.com/image_resources/playerimages/660213.png,fotmob,https://www.fotmob.com/players/660213
G,Egypt,4,DF,Hossam Abdelmaguid,埃及4号后卫,25,,13,0,Zamalek,False,https://images.fotmob.com/image_resources/playerimages/1384425.png,fotmob,https://www.fotmob.com/players/1384425
G,Egypt,5,DF,Ramy Rabia,埃及5号后卫,33,,44,5,Al Ain,False,https://images.fotmob.com/image_resources/playerimages/505872.png,fotmob,https://www.fotmob.com/players/505872
G,Egypt,6,DF,Mohamed Abdelmonem,埃及6号后卫,27,,35,3,Nice,False,https://images.fotmob.com/image_resources/playerimages/1179331.png,fotmob,https://www.fotmob.com/players/1179331
G,Egypt,7,FW,Trézéguet,埃及7号前锋,31,,95,23,Al Ahly,False,https://images.fotmob.com/image_resources/playerimages/513492.png,fotmob,https://www.fotmob.com/players/513492
G,Egypt,8,MF,Emam Ashour,埃及8号中场,28,,28,0,Al Ahly,False,https://images.fotmob.com/image_resources/playerimages/979376.png,fotmob,https://www.fotmob.com/players/979376
G,Egypt,9,FW,Hamza Abdelkarim,埃及9号前锋,18,,1,0,Barcelona,False,https://images.fotmob.com/image_resources/playerimages/1708842.png,fotmob,https://www.fotmob.com/players/1708842
G,Egypt,10,FW,Mohamed Salah,穆罕默德·萨拉赫,33,,115,67,Liverpool,True,https://images.fotmob.com/image_resources/playerimages/292462.png,fotmob,https://www.fotmob.com/players/292462
G,Egypt,11,MF,Mostafa Ziko,埃及11号中场,29,,1,1,Pyramids,False,https://images.fotmob.com/image_resources/playerimages/1426403.png,fotmob,https://www.fotmob.com/players/1426403
G,Egypt,12,FW,Haissem Hassan,埃及12号前锋,24,,3,0,Oviedo,False,https://images.fotmob.com/image_resources/playerimages/971787.png,fotmob,https://www.fotmob.com/players/971787
G,Egypt,13,DF,Ahmed Fatouh,埃及13号后卫,28,,38,1,Zamalek,False,https://commons.wikimedia.org/wiki/Special:FilePath/Elfotouh.jpg,wikidata,
G,Egypt,14,MF,Hamdy Fathy,埃及14号中场,31,,62,3,Al-Wakrah,False,https://images.fotmob.com/image_resources/playerimages/1022128.png,fotmob,https://www.fotmob.com/players/1022128
G,Egypt,15,DF,Karim Hafez,埃及15号后卫,30,,8,0,Pyramids,False,https://images.fotmob.com/image_resources/playerimages/560416.png,fotmob,https://www.fotmob.com/players/560416
G,Egypt,16,GK,El Mahdy Soliman,埃及16号门将,39,,0,0,Zamalek,False,,,
G,Egypt,17,MF,Mohanad Lasheen,埃及17号中场,30,,22,0,Pyramids,False,https://images.fotmob.com/image_resources/playerimages/906944.png,fotmob,https://www.fotmob.com/players/906944
G,Egypt,18,MF,Nabil Emad,埃及18号中场,30,,12,0,Al-Najma,False,,,
G,Egypt,19,MF,Marwan Attia,埃及19号中场,27,,33,1,Al Ahly,False,https://commons.wikimedia.org/wiki/Special:FilePath/Marwan%20Attia.jpg,wikidata,
G,Egypt,20,FW,Ibrahim Adel,埃及20号前锋,25,,23,3,Nordsjælland,False,https://images.fotmob.com/image_resources/playerimages/1272436.png,fotmob,https://www.fotmob.com/players/1272436
G,Egypt,21,MF,Mahmoud Saber,埃及21号中场,24,,15,1,ZED,False,https://images.fotmob.com/image_resources/playerimages/1291391.png,fotmob,https://www.fotmob.com/players/1291391
G,Egypt,22,FW,Omar Marmoush,奥马尔·马尔穆什,27,,48,11,Manchester City,False,https://images.fotmob.com/image_resources/playerimages/839204.png,fotmob,https://www.fotmob.com/players/839204
G,Egypt,23,GK,Mostafa Shobeir,埃及23号门将,26,,8,0,Al Ahly,False,https://images.fotmob.com/image_resources/playerimages/1228546.png,fotmob,https://www.fotmob.com/players/1228546
G,Egypt,24,DF,Tarek Alaa,埃及24号后卫,24,,2,0,ZED,False,https://images.fotmob.com/image_resources/playerimages/1689101.png,fotmob,https://www.fotmob.com/players/1689101
G,Egypt,25,FW,Zizo,埃及25号前锋,30,,62,5,Al Ahly,False,https://images.fotmob.com/image_resources/playerimages/532766.png,fotmob,https://www.fotmob.com/players/532766
G,Egypt,26,GK,Mohamed Alaa,埃及26号门将,27,,0,0,El Gouna,False,https://images.fotmob.com/image_resources/playerimages/1689371.png,fotmob,https://www.fotmob.com/players/1689371
G,Iran,1,GK,Alireza Beiranvand,伊朗1号门将,33,,85,0,Tractor,False,https://images.fotmob.com/image_resources/playerimages/505313.png,fotmob,https://www.fotmob.com/players/505313
G,Iran,2,DF,Saleh Hardani,伊朗2号后卫,27,,17,1,Esteghlal,False,https://images.fotmob.com/image_resources/playerimages/1221526.png,fotmob,https://www.fotmob.com/players/1221526
G,Iran,3,DF,Ehsan Hajsafi,伊朗3号后卫,36,,145,7,Sepahan,True,https://commons.wikimedia.org/wiki/Special:FilePath/Ehsan%20Hajsafi%202018.jpg,wikidata,
G,Iran,4,DF,Shojae Khalilzadeh,伊朗4号后卫,37,,57,2,Tractor,False,https://images.fotmob.com/image_resources/playerimages/511397.png,fotmob,https://www.fotmob.com/players/511397
G,Iran,5,DF,Milad Mohammadi,伊朗5号后卫,32,,75,1,Persepolis,False,https://images.fotmob.com/image_resources/playerimages/630459.png,fotmob,https://www.fotmob.com/players/630459
G,Iran,6,MF,Saeid Ezatolahi,伊朗6号中场,29,,82,1,Shabab Al Ahli,False,https://images.fotmob.com/image_resources/playerimages/505281.png,fotmob,https://www.fotmob.com/players/505281
G,Iran,7,MF,Alireza Jahanbakhsh,伊朗7号中场,32,,98,17,Dender,False,https://images.fotmob.com/image_resources/playerimages/466890.png,fotmob,https://www.fotmob.com/players/466890
G,Iran,8,MF,Mohammad Mohebi,伊朗8号中场,27,,36,14,Rostov,False,https://images.fotmob.com/image_resources/playerimages/1073012.png,fotmob,https://www.fotmob.com/players/1073012
G,Iran,9,FW,Mehdi Taremi,迈赫迪·塔雷米,33,,104,60,Olympiacos,False,https://images.fotmob.com/image_resources/playerimages/619506.png,fotmob,https://www.fotmob.com/players/619506
G,Iran,10,FW,Mehdi Ghayedi,伊朗10号前锋,27,,29,10,Al Nasr,False,https://images.fotmob.com/image_resources/playerimages/848314.png,fotmob,https://www.fotmob.com/players/848314
G,Iran,11,FW,Ali Alipour,伊朗11号前锋,30,,13,1,Persepolis,False,https://images.fotmob.com/image_resources/playerimages/505960.png,fotmob,https://www.fotmob.com/players/505960
G,Iran,12,GK,Payam Niazmand,伊朗12号门将,31,,15,0,Persepolis,False,https://images.fotmob.com/image_resources/playerimages/872590.png,fotmob,https://www.fotmob.com/players/872590
G,Iran,13,DF,Hossein Kanaanizadegan,伊朗13号后卫,32,,64,6,Persepolis,False,https://commons.wikimedia.org/wiki/Special:FilePath/Hossein%20Kanaanizadegan%202018%201.jpg,wikidata,
G,Iran,14,MF,Saman Ghoddos,伊朗14号中场,32,,67,3,Kalba,False,https://images.fotmob.com/image_resources/playerimages/532220.png,fotmob,https://www.fotmob.com/players/532220
G,Iran,15,MF,Rouzbeh Cheshmi,伊朗15号中场,32,,40,3,Esteghlal,False,https://commons.wikimedia.org/wiki/Special:FilePath/Esteghlal%20FC%20in%20training%2C%2024%20July%202022%20-%2022.jpg,wikidata,
G,Iran,16,MF,Mehdi Torabi,伊朗16号中场,31,,52,7,Tractor,False,https://images.fotmob.com/image_resources/playerimages/621519.png,fotmob,https://www.fotmob.com/players/621519
G,Iran,17,DF,Aria Yousefi,伊朗17号后卫,24,,13,1,Sepahan,False,https://commons.wikimedia.org/wiki/Special:FilePath/YousefiCropped.jpg,wikidata,
G,Iran,18,FW,Amirhossein Hosseinzadeh,伊朗18号前锋,25,,17,5,Tractor,False,https://images.fotmob.com/image_resources/playerimages/1031319.png,fotmob,https://www.fotmob.com/players/1031319
G,Iran,19,DF,Ali Nemati,伊朗19号后卫,30,,16,0,Foolad,False,https://images.fotmob.com/image_resources/playerimages/872575.png,fotmob,https://www.fotmob.com/players/872575
G,Iran,20,FW,Shahriyar Moghanlou,伊朗20号前锋,31,,20,2,Kalba,False,https://commons.wikimedia.org/wiki/Special:FilePath/Shahriar%20Moghanlou.jpg,wikidata,
G,Iran,21,MF,Mohammad Ghorbani,伊朗21号中场,24,,15,0,Al Wahda,False,https://images.fotmob.com/image_resources/playerimages/1420509.png,fotmob,https://www.fotmob.com/players/1420509
G,Iran,22,GK,Hossein Hosseini,伊朗22号门将,33,,13,0,Sepahan,False,https://images.fotmob.com/image_resources/playerimages/431418.png,fotmob,https://www.fotmob.com/players/431418
G,Iran,23,DF,Ramin Rezaeian,伊朗23号后卫,36,,73,7,Foolad,False,https://images.fotmob.com/image_resources/playerimages/505959.png,fotmob,https://www.fotmob.com/players/505959
G,Iran,24,FW,Dennis Eckert,伊朗24号前锋,29,,0,0,Standard Liège,False,https://images.fotmob.com/image_resources/playerimages/892709.png,fotmob,https://www.fotmob.com/players/892709
G,Iran,25,DF,Danial Eiri,伊朗25号后卫,22,,0,0,Malavan,False,https://images.fotmob.com/image_resources/playerimages/1729681.png,fotmob,https://www.fotmob.com/players/1729681
G,Iran,26,MF,Amirmohammad Razzaghinia,伊朗26号中场,20,,3,0,Esteghlal,False,https://commons.wikimedia.org/wiki/Special:FilePath/AFC%20Champions%20League%202%20-%20Esteghlal%20and%20Al-Wehdat%20football%20teams%20meet%2032%20%282025%29%20Tasnim%20%28cropped%29.jpg,wikidata,
G,New Zealand,1,GK,Max Crocombe,新西兰1号门将,32,,23,0,Millwall,False,https://images.fotmob.com/image_resources/playerimages/315201.png,fotmob,https://www.fotmob.com/players/315201
G,New Zealand,2,DF,Tim Payne,新西兰2号后卫,32,,50,3,Wellington Phoenix,False,https://images.fotmob.com/image_resources/playerimages/324305.png,fotmob,https://www.fotmob.com/players/324305
G,New Zealand,3,DF,Francis de Vries,新西兰3号后卫,31,,19,1,Auckland FC,False,https://images.fotmob.com/image_resources/playerimages/825593.png,fotmob,https://www.fotmob.com/players/825593
G,New Zealand,4,DF,Tyler Bindon,新西兰4号后卫,21,,24,3,Sheffield United,False,https://images.fotmob.com/image_resources/playerimages/1524716.png,fotmob,https://www.fotmob.com/players/1524716
G,New Zealand,5,DF,Michael Boxall,新西兰5号后卫,37,,62,1,Minnesota United FC,False,https://images.fotmob.com/image_resources/playerimages/128949.png,fotmob,https://www.fotmob.com/players/128949
G,New Zealand,6,MF,Joe Bell,新西兰6号中场,27,,31,1,Viking,False,https://images.fotmob.com/image_resources/playerimages/848345.png,fotmob,https://www.fotmob.com/players/848345
G,New Zealand,7,MF,Matthew Garbett,新西兰7号中场,24,,36,5,Peterborough United,False,https://images.fotmob.com/image_resources/playerimages/1108605.png,fotmob,https://www.fotmob.com/players/1108605
G,New Zealand,8,MF,Marko Stamenić,新西兰8号中场,24,,38,3,Swansea City,False,https://images.fotmob.com/image_resources/playerimages/1209597.png,fotmob,https://www.fotmob.com/players/1209597
G,New Zealand,9,FW,Chris Wood,新西兰9号前锋,34,,89,45,Nottingham Forest,True,https://images.fotmob.com/image_resources/playerimages/169719.png,fotmob,https://www.fotmob.com/players/169719
G,New Zealand,10,MF,Sarpreet Singh,新西兰10号中场,27,,27,3,Wellington Phoenix,False,https://images.fotmob.com/image_resources/playerimages/724531.png,fotmob,https://www.fotmob.com/players/724531
G,New Zealand,11,MF,Elijah Just,新西兰11号中场,26,,43,9,Motherwell,False,https://images.fotmob.com/image_resources/playerimages/1053736.png,fotmob,https://www.fotmob.com/players/1053736
G,New Zealand,12,GK,Alex Paulsen,新西兰12号门将,23,,7,0,Lechia Gdańsk,False,https://images.fotmob.com/image_resources/playerimages/1272118.png,fotmob,https://www.fotmob.com/players/1272118
G,New Zealand,13,DF,Liberato Cacace,新西兰13号后卫,25,,36,1,Wrexham,False,https://images.fotmob.com/image_resources/playerimages/919671.png,fotmob,https://www.fotmob.com/players/919671
G,New Zealand,14,MF,Alex Rufer,新西兰14号中场,29,,25,0,Wellington Phoenix,False,https://images.fotmob.com/image_resources/playerimages/519240.png,fotmob,https://www.fotmob.com/players/519240
G,New Zealand,15,DF,Nando Pijnaker,新西兰15号后卫,27,,24,0,Auckland FC,False,https://images.fotmob.com/image_resources/playerimages/1053731.png,fotmob,https://www.fotmob.com/players/1053731
G,New Zealand,16,DF,Finn Surman,新西兰16号后卫,22,,18,2,Portland Timbers,False,https://images.fotmob.com/image_resources/playerimages/1325761.png,fotmob,https://www.fotmob.com/players/1325761
G,New Zealand,17,FW,Kosta Barbarouses,新西兰17号前锋,36,,75,10,Western Sydney Wanderers,False,https://images.fotmob.com/image_resources/playerimages/96488.png,fotmob,https://www.fotmob.com/players/96488
G,New Zealand,18,FW,Ben Waine,新西兰18号前锋,25,,31,9,Port Vale,False,https://images.fotmob.com/image_resources/playerimages/1034995.png,fotmob,https://www.fotmob.com/players/1034995
