group,country,number,position,name,name_zh,age,date_of_birth,caps,goals,club,captain,image,image_source,profile
G,New Zealand,19,MF,Ben Old,新西兰19号中场,23,,23,2,Saint-Étienne,False,https://commons.wikimedia.org/wiki/Special:FilePath/Ben%20Old%20playing%20for%20Wellington%20v%20Perth%2C%20March%202022.jpg,wikidata,
G,New Zealand,20,MF,Callum McCowatt,新西兰20号中场,27,,31,4,Silkeborg,False,https://images.fotmob.com/image_resources/playerimages/848352.png,fotmob,https://www.fotmob.com/players/848352
G,New Zealand,21,FW,Jesse Randall,新西兰21号前锋,23,,10,2,Auckland FC,False,https://images.fotmob.com/image_resources/playerimages/1460327.png,fotmob,https://www.fotmob.com/players/1460327
G,New Zealand,22,GK,Michael Woud,新西兰22号门将,27,,6,0,Auckland FC,False,https://images.fotmob.com/image_resources/playerimages/848317.png,fotmob,https://www.fotmob.com/players/848317
G,New Zealand,23,MF,Ryan Thomas,新西兰23号中场,31,,25,3,PEC Zwolle,False,https://images.fotmob.com/image_resources/playerimages/496356.png,fotmob,https://www.fotmob.com/players/496356
G,New Zealand,24,DF,Callan Elliot,新西兰24号后卫,26,,10,0,Auckland FC,False,https://images.fotmob.com/image_resources/playerimages/1013276.png,fotmob,https://www.fotmob.com/players/1013276
G,New Zealand,25,MF,Lachlan Bayliss,新西兰25号中场,23,,3,0,Newcastle Jets,False,https://images.fotmob.com/image_resources/playerimages/1565865.png,fotmob,https://www.fotmob.com/players/1565865
G,New Zealand,26,DF,Tommy Smith,新西兰26号后卫,36,,56,2,Braintree Town,False,https://images.fotmob.com/image_resources/playerimages/115025.png,fotmob,https://www.fotmob.com/players/115025
H,Spain,1,GK,David Raya,大卫·拉亚,30,,12,0,Arsenal,False,https://images.fotmob.com/image_resources/playerimages/562727.png,fotmob,https://www.fotmob.com/players/562727
H,Spain,2,DF,Marc Pubill,西班牙2号后卫,22,,0,0,Atlético Madrid,False,https://images.fotmob.com/image_resources/playerimages/1323897.png,fotmob,https://www.fotmob.com/players/1323897
H,Spain,3,DF,Álex Grimaldo,西班牙3号后卫,30,,12,0,Bayer Leverkusen,False,https://commons.wikimedia.org/wiki/Special:FilePath/Alex%20Grimaldo%202020.png,wikidata,
H,Spain,4,DF,Eric García,西班牙4号后卫,25,,19,0,Barcelona,False,https://images.fotmob.com/image_resources/playerimages/940573.png,fotmob,https://www.fotmob.com/players/940573
H,Spain,5,DF,Marcos Llorente,西班牙5号后卫,31,,23,0,Atlético Madrid,False,https://images.fotmob.com/image_resources/playerimages/602563.png,fotmob,https://www.fotmob.com/players/602563
H,Spain,6,MF,Mikel Merino,米克尔·梅里诺,29,,41,10,Arsenal,False,https://images.fotmob.com/image_resources/playerimages/574645.png,fotmob,https://www.fotmob.com/players/574645
H,Spain,7,FW,Ferran Torres,费兰·托雷斯,26,,55,23,Barcelona,False,https://images.fotmob.com/image_resources/playerimages/881771.png,fotmob,https://www.fotmob.com/players/881771
H,Spain,8,MF,Fabián Ruiz,西班牙8号中场,30,,41,6,Paris Saint-Germain,False,https://images.fotmob.com/image_resources/playerimages/605654.png,fotmob,https://www.fotmob.com/players/605654
H,Spain,9,MF,Gavi,加维,21,,28,5,Barcelona,False,https://images.fotmob.com/image_resources/playerimages/1279040.png,fotmob,https://www.fotmob.com/players/1279040
H,Spain,10,FW,Dani Olmo,达尼·奥尔莫,28,,48,12,Barcelona,False,https://images.fotmob.com/image_resources/playerimages/614834.png,fotmob,https://www.fotmob.com/players/614834
H,Spain,11,FW,Yéremy Pino,西班牙11号前锋,23,,21,4,Crystal Palace,False,https://commons.wikimedia.org/wiki/Special:FilePath/Manchester%20United%20v%20Villarreal%20CF%2C%2029%20September%202021%20%2807%29%20%28cropped%29.jpg,wikidata,
H,Spain,12,DF,Pedro Porro,西班牙12号后卫,26,,16,0,Tottenham Hotspur,False,https://images.fotmob.com/image_resources/playerimages/941573.png,fotmob,https://www.fotmob.com/players/941573
H,Spain,13,GK,Joan Garcia,西班牙13号门将,25,,1,0,Barcelona,False,https://images.fotmob.com/image_resources/playerimages/1167220.png,fotmob,https://www.fotmob.com/players/1167220
H,Spain,14,DF,Aymeric Laporte,西班牙14号后卫,32,,44,2,Athletic Bilbao,False,https://images.fotmob.com/image_resources/playerimages/411617.png,fotmob,https://www.fotmob.com/players/411617
H,Spain,15,MF,Álex Baena,西班牙15号中场,24,,15,2,Atlético Madrid,False,https://images.fotmob.com/image_resources/playerimages/942372.png,fotmob,https://www.fotmob.com/players/942372
H,Spain,16,MF,Rodri,罗德里,29,,61,4,Manchester City,True,https://images.fotmob.com/image_resources/playerimages/675088.png,fotmob,https://www.fotmob.com/players/675088
H,Spain,17,FW,Nico Williams,西班牙17号前锋,23,,30,6,Athletic Bilbao,False,https://images.fotmob.com/image_resources/playerimages/1202110.png,fotmob,https://www.fotmob.com/players/1202110
H,Spain,18,MF,Martín Zubimendi,西班牙18号中场,27,,25,3,Arsenal,False,https://images.fotmob.com/image_resources/playerimages/1031325.png,fotmob,https://www.fotmob.com/players/1031325
H,Spain,19,FW,Lamine Yamal,拉明·亚马尔,18,,25,6,Barcelona,False,https://images.fotmob.com/image_resources/playerimages/1467236.png,fotmob,https://www.fotmob.com/players/1467236
H,Spain,20,MF,Pedri,佩德里,23,,40,5,Barcelona,False,https://images.fotmob.com/image_resources/playerimages/1083323.png,fotmob,https://www.fotmob.com/players/1083323
H,Spain,21,FW,Mikel Oyarzabal,西班牙21号前锋,29,,52,24,Real Sociedad,False,https://images.fotmob.com/image_resources/playerimages/678234.png,fotmob,https://www.fotmob.com/players/678234
H,Spain,22,DF,Pau Cubarsí,西班牙22号后卫,19,,11,0,Barcelona,False,https://images.fotmob.com/image_resources/playerimages/1532137.png,fotmob,https://www.fotmob.com/players/1532137
H,Spain,23,GK,Unai Simón,西班牙23号门将,29,,57,0,Athletic Bilbao,False,https://images.fotmob.com/image_resources/playerimages/660625.png,fotmob,https://www.fotmob.com/players/660625
H,Spain,24,DF,Marc Cucurella,西班牙24号后卫,27,,23,1,Chelsea,False,https://images.fotmob.com/image_resources/playerimages/873289.png,fotmob,https://www.fotmob.com/players/873289
H,Spain,25,FW,Víctor Muñoz,西班牙25号前锋,22,,2,1,Osasuna,False,https://images.fotmob.com/image_resources/playerimages/1553105.png,fotmob,https://www.fotmob.com/players/1553105
H,Spain,26,FW,Borja Iglesias,西班牙26号前锋,33,,6,0,Celta Vigo,False,https://images.fotmob.com/image_resources/playerimages/609505.png,fotmob,https://www.fotmob.com/players/609505
H,Cape Verde,1,GK,Vozinha,佛得角1号门将,40,,86,0,Chaves,False,https://images.fotmob.com/image_resources/playerimages/422149.png,fotmob,https://www.fotmob.com/players/422149
H,Cape Verde,2,DF,Stopira,佛得角2号后卫,38,,61,4,Torreense,False,https://images.fotmob.com/image_resources/playerimages/164062.png,fotmob,https://www.fotmob.com/players/164062
H,Cape Verde,3,DF,Diney,佛得角3号后卫,31,,30,2,Al Bataeh,False,https://images.fotmob.com/image_resources/playerimages/1792014.png,fotmob,https://www.fotmob.com/players/1792014
H,Cape Verde,4,DF,Roberto Lopes,佛得角4号后卫,33,,45,0,Shamrock Rovers,False,https://images.fotmob.com/image_resources/playerimages/230134.png,fotmob,https://www.fotmob.com/players/230134
H,Cape Verde,5,DF,Logan Costa,佛得角5号后卫,25,,27,0,Villarreal,False,https://images.fotmob.com/image_resources/playerimages/922877.png,fotmob,https://www.fotmob.com/players/922877
H,Cape Verde,6,MF,Kevin Pina,佛得角6号中场,29,,31,3,Krasnodar,False,https://images.fotmob.com/image_resources/playerimages/890503.png,fotmob,https://www.fotmob.com/players/890503
H,Cape Verde,7,MF,Jovane Cabral,佛得角7号中场,27,,26,2,Estrela Amadora,False,https://images.fotmob.com/image_resources/playerimages/785716.png,fotmob,https://www.fotmob.com/players/785716
H,Cape Verde,8,MF,João Paulo,佛得角8号中场,28,,41,1,FCSB,False,https://images.fotmob.com/image_resources/playerimages/1241301.png,fotmob,https://www.fotmob.com/players/1241301
H,Cape Verde,9,FW,Gilson Benchimol,佛得角9号前锋,24,,22,6,Akron Tolyatti,False,https://images.fotmob.com/image_resources/playerimages/1241302.png,fotmob,https://www.fotmob.com/players/1241302
H,Cape Verde,10,MF,Jamiro Monteiro,佛得角10号中场,32,,54,5,PEC Zwolle,False,https://images.fotmob.com/image_resources/playerimages/680905.png,fotmob,https://www.fotmob.com/players/680905
H,Cape Verde,11,MF,Garry Rodrigues,佛得角11号中场,35,,59,9,Apollon Limassol,False,https://images.fotmob.com/image_resources/playerimages/302912.png,fotmob,https://www.fotmob.com/players/302912
H,Cape Verde,12,GK,Márcio Rosa,佛得角12号门将,29,,10,0,Montana,False,https://images.fotmob.com/image_resources/playerimages/865144.png,fotmob,https://www.fotmob.com/players/865144
H,Cape Verde,13,DF,Sidny Lopes Cabral,佛得角13号后卫,23,,9,3,Benfica,False,https://images.fotmob.com/image_resources/playerimages/1441786.png,fotmob,https://www.fotmob.com/players/1441786
H,Cape Verde,14,MF,Deroy Duarte,佛得角14号中场,26,,30,0,Ludogorets Razgrad,False,https://images.fotmob.com/image_resources/playerimages/798069.png,fotmob,https://www.fotmob.com/players/798069
H,Cape Verde,15,MF,Laros Duarte,佛得角15号中场,29,,13,1,Puskás Akadémia,False,https://images.fotmob.com/image_resources/playerimages/665167.png,fotmob,https://www.fotmob.com/players/665167
H,Cape Verde,16,MF,Yannick Semedo,佛得角16号中场,30,,10,1,Farense,False,https://images.fotmob.com/image_resources/playerimages/1205410.png,fotmob,https://www.fotmob.com/players/1205410
H,Cape Verde,17,MF,Willy Semedo,佛得角17号中场,32,,37,2,Omonia,False,https://images.fotmob.com/image_resources/playerimages/873832.png,fotmob,https://www.fotmob.com/players/873832
H,Cape Verde,18,MF,Telmo Arcanjo,佛得角18号中场,24,,15,1,Vitória de Guimarães,False,https://images.fotmob.com/image_resources/playerimages/1165477.png,fotmob,https://www.fotmob.com/players/1165477
H,Cape Verde,19,FW,Dailon Livramento,佛得角19号前锋,25,,21,7,Casa Pia,False,https://images.fotmob.com/image_resources/playerimages/1309634.png,fotmob,https://www.fotmob.com/players/1309634
H,Cape Verde,20,FW,Ryan Mendes,佛得角20号前锋,36,,97,22,Iğdır,True,https://images.fotmob.com/image_resources/playerimages/172615.png,fotmob,https://www.fotmob.com/players/172615
H,Cape Verde,21,MF,Nuno da Costa,佛得角21号中场,35,,8,1,İstanbul Başakşehir,False,https://images.fotmob.com/image_resources/playerimages/671326.png,fotmob,https://www.fotmob.com/players/671326
H,Cape Verde,22,DF,Steven Moreira,佛得角22号后卫,31,,19,0,Columbus Crew,False,https://images.fotmob.com/image_resources/playerimages/444000.png,fotmob,https://www.fotmob.com/players/444000
H,Cape Verde,23,GK,CJ dos Santos,佛得角23号门将,25,,1,0,San Diego FC,False,https://commons.wikimedia.org/wiki/Special:FilePath/C.J.%20dos%20Santos.jpg,wikidata,
H,Cape Verde,24,DF,Wagner Pina,佛得角24号后卫,23,,13,0,Trabzonspor,False,https://images.fotmob.com/image_resources/playerimages/1460591.png,fotmob,https://www.fotmob.com/players/1460591
H,Cape Verde,25,DF,Kelvin Pires,佛得角25号后卫,26,,5,1,SJK,False,https://images.fotmob.com/image_resources/playerimages/1175733.png,fotmob,https://www.fotmob.com/players/1175733
H,Cape Verde,26,MF,Hélio Varela,佛得角26号中场,24,,20,0,Maccabi Tel Aviv,False,https://images.fotmob.com/image_resources/playerimages/1524518.png,fotmob,https://www.fotmob.com/players/1524518
H,Saudi Arabia,1,GK,Nawaf Al-Aqidi,沙特阿拉伯1号门将,26,,22,0,Al-Nassr,False,https://commons.wikimedia.org/wiki/Special:FilePath/Nawaf%20Al-Aqidi%202023%20%28cropped%29.jpg,wikidata,
H,Saudi Arabia,2,DF,Ali Majrashi,沙特阿拉伯2号后卫,26,,20,0,Al-Ahli,False,https://images.fotmob.com/image_resources/playerimages/910986.png,fotmob,https://www.fotmob.com/players/910986
H,Saudi Arabia,3,DF,Ali Lajami,沙特阿拉伯3号后卫,30,,20,1,Al-Hilal,False,https://images.fotmob.com/image_resources/playerimages/640284.png,fotmob,https://www.fotmob.com/players/640284
H,Saudi Arabia,4,DF,Abdulelah Al-Amri,沙特阿拉伯4号后卫,29,,41,1,Al-Nassr,False,https://images.fotmob.com/image_resources/playerimages/848600.png,fotmob,https://www.fotmob.com/players/848600
H,Saudi Arabia,5,DF,Hassan Al-Tambakti,沙特阿拉伯5号后卫,27,,51,0,Al-Hilal,False,https://images.fotmob.com/image_resources/playerimages/848607.png,fotmob,https://www.fotmob.com/players/848607
H,Saudi Arabia,6,MF,Nasser Al-Dawsari,沙特阿拉伯6号中场,27,,42,0,Al-Hilal,False,https://images.fotmob.com/image_resources/playerimages/848612.png,fotmob,https://www.fotmob.com/players/848612
H,Saudi Arabia,7,MF,Musab Al-Juwayr,沙特阿拉伯7号中场,22,,33,6,Al-Qadsiah,False,https://images.fotmob.com/image_resources/playerimages/1235341.png,fotmob,https://www.fotmob.com/players/1235341
H,Saudi Arabia,8,FW,Ayman Yahya,沙特阿拉伯8号前锋,25,,25,0,Al-Nassr,False,https://images.fotmob.com/image_resources/playerimages/1095207.png,fotmob,https://www.fotmob.com/players/1095207
H,Saudi Arabia,9,FW,Firas Al-Buraikan,沙特阿拉伯9号前锋,26,,69,15,Al-Ahli,False,https://images.fotmob.com/image_resources/playerimages/844226.png,fotmob,https://www.fotmob.com/players/844226
H,Saudi Arabia,10,FW,Salem Al-Dawsari,沙特阿拉伯10号前锋,34,,108,26,Al-Hilal,True,https://images.fotmob.com/image_resources/playerimages/307753.png,fotmob,https://www.fotmob.com/players/307753
H,Saudi Arabia,11,FW,Saleh Al-Shehri,沙特阿拉伯11号前锋,32,,55,18,Al-Ittihad,False,https://images.fotmob.com/image_resources/playerimages/384407.png,fotmob,https://www.fotmob.com/players/384407
H,Saudi Arabia,12,DF,Saud Abdulhamid,沙特阿拉伯12号后卫,26,,53,1,Lens,False,https://images.fotmob.com/image_resources/playerimages/1002617.png,fotmob,https://www.fotmob.com/players/1002617
H,Saudi Arabia,13,DF,Nawaf Boushal,沙特阿拉伯13号后卫,26,,24,0,Al-Nassr,False,https://commons.wikimedia.org/wiki/Special:FilePath/Esteghlal%200%20-%200%20Al%20Nassr%2C%20round%20of%2016%20of%20the%20AFC%20Elite%20League%2C%20Azadi%20Stadium%2C%203%20March%202025%2C%20Nawaf%20Boushal.jpg,wikidata,
H,Saudi Arabia,14,DF,Hassan Kadesh,沙特阿拉伯14号后卫,33,,19,2,Al-Ittihad,False,https://images.fotmob.com/image_resources/playerimages/431215.png,fotmob,https://www.fotmob.com/players/431215
H,Saudi Arabia,15,MF,Abdullah Al-Khaibari,沙特阿拉伯15号中场,29,,38,0,Al-Nassr,False,https://commons.wikimedia.org/wiki/Special:FilePath/Abdullah%20Al-Khaibari%202023%20%28cropped%29.jpg,wikidata,
H,Saudi Arabia,16,MF,Ziyad Al-Johani,沙特阿拉伯16号中场,24,,11,0,Al-Ahli,False,https://commons.wikimedia.org/wiki/Special:FilePath/Ziyad%20Al-Johani.jpg,wikidata,
H,Saudi Arabia,17,FW,Khalid Al-Ghannam,沙特阿拉伯17号前锋,25,,5,0,Al-Ettifaq,False,https://images.fotmob.com/image_resources/playerimages/1024928.png,fotmob,https://www.fotmob.com/players/1024928
H,Saudi Arabia,18,MF,Alaa Al-Hejji,沙特阿拉伯18号中场,30,,1,0,Neom,False,,,
H,Saudi Arabia,19,FW,Abdullah Al-Hamdan,沙特阿拉伯19号前锋,26,,48,11,Al-Nassr,False,https://images.fotmob.com/image_resources/playerimages/909198.png,fotmob,https://www.fotmob.com/players/909198
H,Saudi Arabia,20,FW,Sultan Mandash,沙特阿拉伯20号前锋,31,,5,1,Al-Hilal,False,https://images.fotmob.com/image_resources/playerimages/619824.png,fotmob,https://www.fotmob.com/players/619824
H,Saudi Arabia,21,GK,Mohammed Al-Owais,沙特阿拉伯21号门将,34,,63,0,Al-Ula,False,https://images.fotmob.com/image_resources/playerimages/535669.png,fotmob,https://www.fotmob.com/players/535669
H,Saudi Arabia,22,GK,Ahmed Al-Kassar,沙特阿拉伯22号门将,35,,8,0,Al-Qadsiah,False,,,
H,Saudi Arabia,23,MF,Mohamed Kanno,沙特阿拉伯23号中场,31,,75,8,Al-Hilal,False,https://images.fotmob.com/image_resources/playerimages/866373.png,fotmob,https://www.fotmob.com/players/866373
H,Saudi Arabia,24,DF,Moteb Al-Harbi,沙特阿拉伯24号后卫,26,,11,0,Al-Hilal,False,https://images.fotmob.com/image_resources/playerimages/1138003.png,fotmob,https://www.fotmob.com/players/1138003
H,Saudi Arabia,25,DF,Jehad Thakri,沙特阿拉伯25号后卫,24,,6,0,Al-Qadsiah,False,https://images.fotmob.com/image_resources/playerimages/1232530.png,fotmob,https://www.fotmob.com/players/1232530
H,Saudi Arabia,26,DF,Mohammed Abu Al-Shamat,沙特阿拉伯26号后卫,23,,5,0,Al-Qadsiah,False,https://images.fotmob.com/image_resources/playerimages/1543647.png,fotmob,https://www.fotmob.com/players/1543647
H,Uruguay,1,GK,Sergio Rochet,乌拉圭1号门将,33,,35,0,Internacional,False,https://images.fotmob.com/image_resources/playerimages/553476.png,fotmob,https://www.fotmob.com/players/553476
H,Uruguay,2,DF,José María Giménez,乌拉圭2号后卫,31,,99,8,Atlético Madrid,True,https://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Mar%C3%ADa%20Gim%C3%A9nez%20%28cropped%29.jpg,wikidata,
H,Uruguay,3,DF,Sebastián Cáceres,乌拉圭3号后卫,26,,24,0,América,False,https://images.fotmob.com/image_resources/playerimages/1020026.png,fotmob,https://www.fotmob.com/players/1020026
H,Uruguay,4,DF,Ronald Araújo,罗纳德·阿劳霍,27,,27,1,Barcelona,False,https://images.fotmob.com/image_resources/playerimages/921253.png,fotmob,https://www.fotmob.com/players/921253
H,Uruguay,5,MF,Manuel Ugarte,乌拉圭5号中场,25,,36,1,Manchester United,False,https://images.fotmob.com/image_resources/playerimages/1035614.png,fotmob,https://www.fotmob.com/players/1035614
H,Uruguay,6,MF,Rodrigo Bentancur,乌拉圭6号中场,28,,74,3,Tottenham Hotspur,False,https://images.fotmob.com/image_resources/playerimages/620618.png,fotmob,https://www.fotmob.com/players/620618
H,Uruguay,7,MF,Nicolás de la Cruz,乌拉圭7号中场,29,,34,5,Flamengo,False,https://images.fotmob.com/image_resources/playerimages/751198.png,fotmob,https://www.fotmob.com/players/751198
H,Uruguay,8,MF,Federico Valverde,费德里科·巴尔韦德,27,,73,9,Real Madrid,False,https://images.fotmob.com/image_resources/playerimages/743533.png,fotmob,https://www.fotmob.com/players/743533
H,Uruguay,9,FW,Darwin Núñez,达尔文·努涅斯,26,,38,13,Al-Hilal,False,https://images.fotmob.com/image_resources/playerimages/950561.png,fotmob,https://www.fotmob.com/players/950561
